ANO,CO_MUNICIPIO,NO_MUNICIPIO,PERC_DOCENTES_BAIXA_REGULARIDADE,PERC_DOCENTES_ALTA_REGULARIDADE
2023,3152170,Ponto dos Volantes,0.0,41.2
2023,3152204,Porteirinha,12.1,3.0
2023,3152303,Porto Firme,50.0,0.0
2023,3152402,Poté,28.6,0.0
2023,3152501,Pouso Alegre,2.0,2.1
2023,3152600,Pouso Alto,0.0,0.0
2023,3152709,Prados,33.3,16.7
2023,3152808,Prata,0.0,7.7
2023,3152907,Pratápolis,0.0,60.0
2023,3153004,Pratinha,0.0,0.0
2023,3153103,Presidente Bernardes,20.0,0.0
2023,3153202,Presidente Juscelino,0.0,20.0
2023,3153301,Presidente Kubitschek,0.0,0.0
2023,3153400,Presidente Olegário,22.2,0.0
2023,3153509,Alto Jequitibá,10.0,0.0
2023,3153608,Prudente de Morais,0.0,11.2
2023,3153707,Quartel Geral,0.0,0.0
2023,3153806,Queluzito,0.0,50.0
2023,3153905,Raposos,0.0,0.0
2023,3154002,Raul Soares,10.0,35.0
2023,3154101,Recreio,12.5,0.0
2023,3154150,Reduto,33.3,0.0
2023,3154200,Resende Costa,28.6,0.0
2023,3154309,Resplendor,7.7,0.0
2023,3154408,Ressaquinha,0.0,16.7
2023,3154457,Riachinho,37.5,0.0
2023,3154507,Riacho dos Machados,0.0,11.1
2023,3154606,Ribeirão das Neves,12.7,2.0
2023,3154705,Ribeirão Vermelho,0.0,0.0
2023,3154804,Rio Acima,0.0,37.5
2023,3154903,Rio Casca,0.0,0.0
2023,3155009,Rio Doce,0.0,0.0
2023,3155108,Rio do Prado,20.0,0.0
2023,3155207,Rio Espera,0.0,0.0
2023,3155306,Rio Manso,0.0,0.0
2023,3155405,Rio Novo,0.0,14.3
2023,3155504,Rio Paranaíba,20.0,10.0
2023,3155603,Rio Pardo de Minas,13.0,0.0
2023,3155702,Rio Piracicaba,15.4,7.7
2023,3155801,Rio Pomba,0.0,16.6
2023,3155900,Rio Preto,0.0,0.0
2023,3156007,Rio Vermelho,21.1,0.0
2023,3156106,Ritápolis,20.0,0.0
2023,3156205,Rochedo de Minas,0.0,0.0
2023,3156304,Rodeiro,0.0,33.3
2023,3156403,Romaria,0.0,33.4
2023,3156452,Rosário da Limeira,0.0,0.0
2023,3156502,Rubelita,0.0,0.0
2023,3156601,Rubim,0.0,12.5
2023,3156700,Sabará,4.3,10.9
2023,3156809,Sabinópolis,20.0,0.0
2023,3156908,Sacramento,0.0,0.0
2023,3157005,Salinas,10.7,7.2
2023,3157104,Salto da Divisa,0.0,0.0
2023,3157203,Santa Bárbara,5.3,21.0
2023,3157252,Santa Bárbara do Leste,0.0,0.0
2023,3157278,Santa Bárbara do Monte Verde,33.3,0.0
2023,3157302,Santa Bárbara do Tugúrio,0.0,0.0
2023,3157336,Santa Cruz de Minas,0.0,0.0
2023,3157377,Santa Cruz de Salinas,0.0,22.2
2023,3157401,Santa Cruz do Escalvado,0.0,0.0
2023,3157500,Santa Efigênia de Minas,0.0,0.0
2023,3157609,Santa Fé de Minas,0.0,0.0
2023,3157658,Santa Helena de Minas,0.0,60.0
2023,3157708,Santa Juliana,0.0,0.0
2023,3157807,Santa Luzia,5.6,0.0
2023,3157906,Santa Margarida,4.8,28.5
2023,3158003,Santa Maria de Itabira,16.7,16.6
2023,3158102,Santa Maria do Salto,0.0,0.0
2023,3158201,Santa Maria do Suaçuí,6.3,18.7
2023,3158300,Santana da Vargem,0.0,0.0
2023,3158409,Santana de Cataguases,0.0,0.0
2023,3158508,Santana de Pirapama,0.0,37.5
2023,3158607,Santana do Deserto,0.0,20.0
2023,3158706,Santana do Garambéu,0.0,0.0
2023,3158805,Santana do Jacaré,0.0,0.0
2023,3158904,Santana do Manhuaçu,21.4,14.3
2023,3158953,Santana do Paraíso,25.0,0.0
2023,3159001,Santana do Riacho,0.0,16.7
2023,3159100,Santana dos Montes,0.0,16.6
2023,3159209,Santa Rita de Caldas,0.0,28.6
2023,3159308,Santa Rita de Jacutinga,0.0,20.0
2023,3159357,Santa Rita de Minas,0.0,0.0
2023,3159407,Santa Rita de Ibitipoca,16.7,0.0
2023,3159506,Santa Rita do Itueto,7.7,7.6
2023,3159605,Santa Rita do Sapucaí,5.3,5.2
2023,3159704,Santa Rosa da Serra,20.0,20.0
2023,3159803,Santa Vitória,0.0,0.0
2023,3159902,Santo Antônio do Amparo,25.0,0.0
2023,3160009,Santo Antônio do Aventureiro,0.0,0.0
2023,3160108,Santo Antônio do Grama,0.0,0.0
2023,3160207,Santo Antônio do Itambé,0.0,0.0
2023,3160306,Santo Antônio do Jacinto,0.0,0.0
2023,3160405,Santo Antônio do Monte,12.5,0.0
2023,3160454,Santo Antônio do Retiro,0.0,0.0
2023,3160504,Santo Antônio do Rio Abaixo,0.0,0.0
2023,3160603,Santo Hipólito,14.3,14.3
2023,3160702,Santos Dumont,2.8,5.5
2023,3160801,São Bento Abade,0.0,0.0
2023,3160900,São Brás do Suaçuí,0.0,0.0
2023,3160959,São Domingos das Dores,0.0,66.7
2023,3161007,São Domingos do Prata,30.8,0.0
2023,3161056,São Félix de Minas,0.0,0.0
2023,3161106,São Francisco,10.8,5.5
2023,3161205,São Francisco de Paula,0.0,25.0
2023,3161304,São Francisco de Sales,0.0,25.0
2023,3161403,São Francisco do Glória,0.0,50.0
2023,3161502,São Geraldo,16.7,0.0
2023,3161601,São Geraldo da Piedade,0.0,0.0
2023,3161650,São Geraldo do Baixio,40.0,0.0
2023,3161700,São Gonçalo do Abaeté,0.0,25.0
2023,3161809,São Gonçalo do Pará,0.0,0.0
2023,3161908,São Gonçalo do Rio Abaixo,0.0,0.0
2023,3162005,São Gonçalo do Sapucaí,5.9,0.0
2023,3162104,São Gotardo,23.8,0.0
2023,3162203,São João Batista do Glória,25.0,0.0
2023,3162252,São João da Lagoa,0.0,25.0
2023,3162302,São João da Mata,33.3,0.0
2023,3162401,São João da Ponte,9.7,3.2
2023,3162450,São João das Missões,0.0,37.4
2023,3162500,São João del Rei,2.8,5.6
2023,3162559,São João do Manhuaçu,0.0,0.0
2023,3162575,São João do Manteninha,0.0,0.0
2023,3162609,São João do Oriente,0.0,0.0
2023,3162658,São João do Pacuí,0.0,37.5
2023,3162708,São João do Paraíso,0.0,0.0
2023,3162807,São João Evangelista,0.0,0.0
2023,3162906,São João Nepomuceno,17.4,17.4
2023,3162922,São Joaquim de Bicas,14.3,0.0
2023,3162948,São José da Barra,14.3,0.0
2023,3162955,São José da Lapa,20.0,0.0
2023,3163003,São José da Safira,0.0,0.0
2023,3163102,São José da Varginha,12.5,25.0
2023,3163201,São José do Alegre,0.0,0.0
2023,3163300,São José do Divino,0.0,0.0
2023,3163409,São José do Goiabal,0.0,33.3
2023,3163508,São José do Jacuri,20.0,0.0
2023,3163607,São José do Mantimento,0.0,0.0
2023,3163706,São Lourenço,11.1,11.1
2023,3163805,São Miguel do Anta,0.0,0.0
2023,3163904,São Pedro da União,0.0,25.0
2023,3164001,São Pedro dos Ferros,0.0,0.0
2023,3164100,São Pedro do Suaçuí,14.3,0.0
2023,3164209,São Romão,0.0,12.5
2023,3164308,São Roque de Minas,0.0,28.5
2023,3164407,São Sebastião da Bela Vista,0.0,0.0
2023,3164431,São Sebastião da Vargem Alegre,0.0,0.0
2023,3164472,São Sebastião do Anta,0.0,0.0
2023,3164506,São Sebastião do Maranhão,22.2,11.2
2023,3164605,São Sebastião do Oeste,20.0,40.0
2023,3164704,São Sebastião do Paraíso,13.8,0.0
2023,3164803,São Sebastião do Rio Preto,0.0,50.0
2023,3164902,São Sebastião do Rio Verde,0.0,0.0
2023,3165008,São Tiago,0.0,12.5
2023,3165107,São Tomás de Aquino,25.0,0.0
2023,3165206,São Tomé das Letras,0.0,0.0
2023,3165305,São Vicente de Minas,0.0,0.0
2023,3165404,Sapucaí-Mirim,28.6,0.0
2023,3165503,Sardoá,0.0,0.0
2023,3165537,Sarzedo,0.0,13.3
2023,3165552,Setubinha,29.4,0.0
2023,3165560,Sem-Peixe,0.0,25.0
2023,3165578,Senador Amaral,0.0,0.0
2023,3165602,Senador Cortes,0.0,0.0
2023,3165701,Senador Firmino,0.0,0.0
2023,3165800,Senador José Bento,0.0,0.0
2023,3165909,Senador Modestino Gonçalves,10.0,10.0
2023,3166006,Senhora de Oliveira,0.0,0.0
2023,3166105,Senhora do Porto,0.0,0.0
2023,3166204,Senhora dos Remédios,12.5,0.0
2023,3166303,Sericita,0.0,0.0
2023,3166402,Seritinga,0.0,0.0
2023,3166501,Serra Azul de Minas,18.2,9.0
2023,3166600,Serra da Saudade,0.0,0.0
2023,3166709,Serra dos Aimorés,0.0,0.0
2023,3166808,Serra do Salitre,27.3,0.0
2023,3166907,Serrania,0.0,0.0
2023,3166956,Serranópolis de Minas,28.6,0.0
2023,3167004,Serranos,0.0,0.0
2023,3167103,Serro,3.1,21.8
2023,3167202,Sete Lagoas,6.0,2.3
2023,3167301,Silveirânia,0.0,0.0
2023,3167400,Silvianópolis,0.0,0.0
2023,3167509,Simão Pereira,0.0,0.0
2023,3167608,Simonésia,3.7,3.7
2023,3167707,Sobrália,0.0,0.0
2023,3167806,Soledade de Minas,0.0,25.0
2023,3167905,Tabuleiro,0.0,0.0
2023,3168002,Taiobeiras,15.4,0.0
2023,3168051,Taparuba,0.0,0.0
2023,3168101,Tapira,0.0,0.0
2023,3168200,Tapiraí,0.0,0.0
2023,3168309,Taquaraçu de Minas,0.0,0.0
2023,3168408,Tarumirim,4.5,13.7
2023,3168507,Teixeiras,9.1,0.0
2023,3168606,Teófilo Otoni,9.6,6.4
2023,3168705,Timóteo,13.3,3.3
2023,3168804,Tiradentes,12.5,12.5
2023,3168903,Tiros,16.7,16.7
2023,3169000,Tocantins,0.0,0.0
2023,3169059,Tocos do Moji,0.0,20.0
2023,3169109,Toledo,0.0,0.0
2023,3169208,Tombos,25.0,37.5
2023,3169307,Três Corações,14.3,3.6
2023,3169356,Três Marias,8.7,4.3
2023,3169406,Três Pontas,0.0,20.0
2023,3169505,Tumiritinga,0.0,0.0
2023,3169604,Tupaciguara,7.1,7.2
2023,3169703,Turmalina,25.0,0.0
2023,3169802,Turvolândia,0.0,0.0
2023,3169901,Ubá,21.4,0.0
2023,3170008,Ubaí,0.0,5.6
2023,3170057,Ubaporanga,23.1,23.0
2023,3170107,Uberaba,1.0,4.9
2023,3170206,Uberlândia,3.1,3.1
2023,3170305,Umburatiba,0.0,0.0
2023,3170404,Unaí,7.7,5.1
2023,3170438,União de Minas,0.0,0.0
2023,3170479,Uruana de Minas,20.0,0.0
2023,3170503,Urucânia,0.0,0.0
2023,3170529,Urucuia,0.0,0.0
2023,3170578,Vargem Alegre,0.0,0.0
2023,3170602,Vargem Bonita,20.0,20.0
2023,3170651,Vargem Grande do Rio Pardo,50.0,0.0
2023,3170701,Varginha,0.0,2.2
2023,3170750,Varjão de Minas,0.0,0.0
2023,3170800,Várzea da Palma,0.0,8.0
2023,3170909,Varzelândia,19.4,0.0
2023,3171006,Vazante,0.0,0.0
2023,3171030,Verdelândia,6.7,6.6
2023,3171071,Veredinha,0.0,0.0
2023,3171105,Veríssimo,0.0,0.0
2023,3171154,Vermelho Novo,0.0,66.7
2023,3171204,Vespasiano,4.1,0.0
2023,3171303,Viçosa,10.7,3.6
2023,3171402,Vieiras,0.0,0.0
2023,3171501,Mathias Lobato,0.0,0.0
2023,3171600,Virgem da Lapa,0.0,16.7
2023,3171709,Virgínia,40.0,0.0
2023,3171808,Virginópolis,12.5,0.0
2023,3171907,Virgolândia,0.0,0.0
2023,3172004,Visconde do Rio Branco,12.0,8.0
2023,3172103,Volta Grande,33.3,0.0
2023,3172202,Wenceslau Braz,0.0,0.0
